video_filename,video_width,video_height,resolution,fps,total_video_frames,video_duration_seconds,frame,timestamp_seconds,object_type,object_id,person_id,person_authorization,face_detected,vehicle_tracker_id,physical_vehicle_id,vehicle_type,plate_number,ocr_confidence,permit_status,event_status,event_reason,authorization
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,22,0.92,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,23,0.96,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,23,0.96,vehicle,2,,,,2,1,car,JK02DA7007,0.853,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,23,0.96,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,24,1.0,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,24,1.0,vehicle,2,,,,2,1,car,JK02DA7007,0.853,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,24,1.0,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,25,1.04,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,25,1.04,vehicle,2,,,,2,1,car,JK02DA7007,0.853,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,25,1.04,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,26,1.08,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,26,1.08,vehicle,2,,,,2,1,car,JK02DA7007,0.853,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,26,1.08,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,27,1.12,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,27,1.12,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,27,1.12,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,28,1.17,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,28,1.17,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,28,1.17,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,29,1.21,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,29,1.21,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,29,1.21,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,30,1.25,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,30,1.25,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,30,1.25,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,31,1.29,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,31,1.29,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,31,1.29,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,32,1.33,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,32,1.33,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,32,1.33,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,33,1.38,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,33,1.38,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,33,1.38,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,34,1.42,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,34,1.42,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,34,1.42,person,3,3,UNAUTHORIZED,True,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,35,1.46,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,35,1.46,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,35,1.46,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,36,1.5,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,36,1.5,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,36,1.5,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,37,1.54,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,37,1.54,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,38,1.58,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,38,1.58,vehicle,2,,,,2,1,car,JK02DA7007,0.854,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,38,1.58,person,3,3,UNAUTHORIZED,True,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,39,1.62,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,39,1.62,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,40,1.67,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,40,1.67,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,40,1.67,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,41,1.71,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,41,1.71,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,41,1.71,person,3,3,UNAUTHORIZED,True,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,42,1.75,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,42,1.75,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,42,1.75,person,3,3,UNAUTHORIZED,True,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,43,1.79,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,43,1.79,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,43,1.79,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,44,1.83,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,44,1.83,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,44,1.83,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,45,1.88,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,45,1.88,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,45,1.88,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,46,1.92,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,46,1.92,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,46,1.92,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,47,1.96,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,47,1.96,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,47,1.96,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,48,2.0,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,48,2.0,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,48,2.0,person,3,3,UNAUTHORIZED,False,,,,,,,,,UNAUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,49,2.04,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,49,2.04,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,49,2.04,vehicle,5,,,,5,1,car,,0.0,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,50,2.08,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,50,2.08,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,50,2.08,vehicle,5,,,,5,1,car,,0.0,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,51,2.12,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,51,2.12,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,51,2.12,vehicle,5,,,,5,1,car,JK02DA7007,0.588,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,52,2.17,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,52,2.17,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,52,2.17,vehicle,5,,,,5,1,car,JK02DA7007,0.588,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,53,2.21,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,53,2.21,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,53,2.21,vehicle,5,,,,5,1,car,JK02DA7007,0.588,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,54,2.25,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,54,2.25,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,54,2.25,vehicle,5,,,,5,1,car,JK02DA7007,0.588,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,55,2.29,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,55,2.29,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,55,2.29,vehicle,5,,,,5,1,car,JK02DA7007,0.588,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,56,2.33,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,56,2.33,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,56,2.33,vehicle,5,,,,5,1,car,JK02DA7007,0.588,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,57,2.38,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,58,2.42,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,58,2.42,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,59,2.46,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,59,2.46,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,60,2.5,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,60,2.5,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,61,2.54,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,61,2.54,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,62,2.58,person,1,1,AUTHORIZED,False,,,,,,,,,AUTHORIZED
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,62,2.58,vehicle,2,,,,2,1,car,JK02DA7007,0.945,VALID,ALLOWED,VALID,
border_cctv.mp4,1920,1080,1920x1080,24.0,496,20.67,62,2.58,vehicle,6,,,,6,1,car,,0.0,VALID,ALLOWED,VALID,
